file,line,type,commit,author,date,time,timezone,datetime,depth,length
style.css,256,css,b4ab22b6,Brooklyn P,2025-02-12,19:28:23,-08:00,2025-02-12T19:28:23-08:00,0,3
style.css,257,css,b4ab22b6,Brooklyn P,2025-02-12,19:28:23,-08:00,2025-02-12T19:28:23-08:00,0,11
style.css,258,css,b4ab22b6,Brooklyn P,2025-02-12,19:28:23,-08:00,2025-02-12T19:28:23-08:00,0,15
style.css,259,css,b4ab22b6,Brooklyn P,2025-02-12,19:28:23,-08:00,2025-02-12T19:28:23-08:00,0,11
style.css,260,css,b4ab22b6,Brooklyn P,2025-02-12,19:28:23,-08:00,2025-02-12T19:28:23-08:00,0,0
style.css,261,css,f866f4d9,Brooklyn P,2025-01-13,20:02:23,-08:00,2025-01-13T20:02:23-08:00,0,0
index.js,1,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,72
index.js,2,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,55
index.js,3,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,43
index.js,4,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,61
index.js,5,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,55
index.js,6,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,54
index.js,7,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,61
index.js,8,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,18
index.js,9,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,25
index.js,10,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,3
index.js,11,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,56
index.js,12,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,56
index.js,13,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,50
index.js,14,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,50
index.js,15,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,4
index.js,16,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,1
index.js,17,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,0
index.html,1,html,2ebcda32,Brooklyn P,2025-01-10,12:40:21,-08:00,2025-01-10T12:40:21-08:00,0,14
index.html,2,html,ebef6487,Brooklyn P,2025-01-23,20:03:59,-08:00,2025-01-23T20:03:59-08:00,0,28
index.html,3,html,2ebcda32,Brooklyn P,2025-01-10,12:40:21,-08:00,2025-01-10T12:40:21-08:00,0,5
index.html,4,html,2ebcda32,Brooklyn P,2025-01-10,12:40:21,-08:00,2025-01-10T12:40:21-08:00,0,21
index.html,5,html,2ebcda32,Brooklyn P,2025-01-10,12:40:21,-08:00,2025-01-10T12:40:21-08:00,0,69
index.html,6,html,2ebcda32,Brooklyn P,2025-01-10,12:40:21,-08:00,2025-01-10T12:40:21-08:00,0,58
index.html,7,html,2ebcda32,Brooklyn P,2025-01-10,12:40:21,-08:00,2025-01-10T12:40:21-08:00,0,39
index.html,8,html,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,46
index.html,9,html,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,51
index.html,10,html,2ebcda32,Brooklyn P,2025-01-10,12:40:21,-08:00,2025-01-10T12:40:21-08:00,0,6
index.html,11,html,2ebcda32,Brooklyn P,2025-01-10,12:40:21,-08:00,2025-01-10T12:40:21-08:00,0,5
index.html,12,html,2ebcda32,Brooklyn P,2025-01-10,12:40:21,-08:00,2025-01-10T12:40:21-08:00,0,23
index.html,13,html,2ebcda32,Brooklyn P,2025-01-10,12:40:21,-08:00,2025-01-10T12:40:21-08:00,0,133
index.html,14,html,2ebcda32,Brooklyn P,2025-01-10,12:40:21,-08:00,2025-01-10T12:40:21-08:00,0,101
index.html,15,html,2ebcda32,Brooklyn P,2025-01-10,12:40:21,-08:00,2025-01-10T12:40:21-08:00,0,21
index.html,16,html,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,3
index.html,17,html,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,23
index.html,18,html,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,21
index.html,19,html,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,50
index.html,20,html,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,5
index.html,21,html,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,3
index.html,22,html,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,23
index.html,23,html,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,29
index.html,24,html,2ebcda32,Brooklyn P,2025-01-10,12:40:21,-08:00,2025-01-10T12:40:21-08:00,0,6
index.html,25,html,2ebcda32,Brooklyn P,2025-01-10,12:40:21,-08:00,2025-01-10T12:40:21-08:00,0,6
global.js,1,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,26
global.js,2,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,0
global.js,3,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,42
global.js,4,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,53
global.js,5,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,0
global.js,6,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,0
global.js,7,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,71
global.js,8,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,12
global.js,9,js,ebef6487,Brooklyn P,2025-01-23,20:03:59,-08:00,2025-01-23T20:03:59-08:00,0,26
global.js,10,js,ebef6487,Brooklyn P,2025-01-23,20:03:59,-08:00,2025-01-23T20:03:59-08:00,0,39
global.js,11,js,ebef6487,Brooklyn P,2025-01-23,20:03:59,-08:00,2025-01-23T20:03:59-08:00,0,37
global.js,12,js,ebef6487,Brooklyn P,2025-01-23,20:03:59,-08:00,2025-01-23T20:03:59-08:00,0,35
global.js,13,js,fa410156,Brooklyn P,2025-02-12,18:38:02,-08:00,2025-02-12T18:38:02-08:00,0,31
global.js,14,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,56
global.js,15,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,1
global.js,16,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,39
global.js,17,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,26
global.js,18,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,21
global.js,19,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,15
global.js,20,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,45
global.js,21,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,17
global.js,22,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,0
global.js,23,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,19
global.js,24,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,35
global.js,25,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,12
global.js,26,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,21
global.js,27,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,66
global.js,28,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,26
global.js,29,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,0
global.js,30,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,33
global.js,31,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,19
global.js,32,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,0
global.js,33,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,13
global.js,34,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,0
global.js,35,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,0
global.js,36,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,32
global.js,37,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,12
global.js,38,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,0
global.js,39,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,27
global.js,40,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,5
global.js,41,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,7
global.js,42,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,119
global.js,43,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,35
global.js,44,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,33
global.js,45,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,8
global.js,46,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,8
global.js,47,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,1
global.js,48,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,0
global.js,49,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,45
global.js,50,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,50
global.js,51,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,58
global.js,52,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,34
global.js,53,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,45
global.js,54,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,2
global.js,55,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,0
global.js,56,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,35
global.js,57,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,40
global.js,58,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,39
global.js,59,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,0
global.js,60,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,0
global.js,61,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,37
global.js,62,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,71
global.js,63,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,0
global.js,64,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,0
global.js,65,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,41
global.js,66,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,50
global.js,67,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,22
global.js,68,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,29
global.js,69,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,33
global.js,70,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,32
global.js,71,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,88
global.js,72,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,44
global.js,73,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,0
global.js,74,js,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,25
global.js,75,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,2
global.js,76,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,0
global.js,77,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,37
global.js,78,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,4
global.js,79,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,40
global.js,80,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,33
global.js,81,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,20
global.js,82,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,18
global.js,83,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,67
global.js,84,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,0
global.js,85,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,34
global.js,86,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,11
global.js,87,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,0
global.js,88,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,16
global.js,89,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,60
global.js,90,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,0
global.js,91,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,0
global.js,92,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,0
global.js,93,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,79
global.js,94,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,62
global.js,95,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,18
global.js,96,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,55
global.js,97,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,0
global.js,98,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,31
global.js,99,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,27
global.js,100,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,49
global.js,101,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,20
global.js,102,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,50
global.js,103,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,50
global.js,104,js,ca46e878,Brooklyn P,2025-02-06,21:32:15,-08:00,2025-02-06T21:32:15-08:00,0,65
global.js,105,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,37
global.js,106,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,2
global.js,107,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,0
global.js,108,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,0
global.js,109,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,48
global.js,110,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,60
global.js,111,js,7ed9967e,Brooklyn P,2025-01-30,21:58:20,-08:00,2025-01-30T21:58:20-08:00,0,0
resume/index.html,1,html,2ebcda32,Brooklyn P,2025-01-10,12:40:21,-08:00,2025-01-10T12:40:21-08:00,0,14
resume/index.html,2,html,2ebcda32,Brooklyn P,2025-01-10,12:40:21,-08:00,2025-01-10T12:40:21-08:00,0,15
resume/index.html,3,html,2ebcda32,Brooklyn P,2025-01-10,12:40:21,-08:00,2025-01-10T12:40:21-08:00,0,5
resume/index.html,4,html,2ebcda32,Brooklyn P,2025-01-10,12:40:21,-08:00,2025-01-10T12:40:21-08:00,0,21
resume/index.html,5,html,2ebcda32,Brooklyn P,2025-01-10,12:40:21,-08:00,2025-01-10T12:40:21-08:00,0,69
resume/index.html,6,html,2ebcda32,Brooklyn P,2025-01-10,12:40:21,-08:00,2025-01-10T12:40:21-08:00,0,20
resume/index.html,7,html,f866f4d9,Brooklyn P,2025-01-13,20:02:23,-08:00,2025-01-13T20:02:23-08:00,0,42
resume/index.html,8,html,2181c7cb,Brooklyn P,2025-01-23,19:44:26,-08:00,2025-01-23T19:44:26-08:00,0,49
resume/index.html,9,html,2ebcda32,Brooklyn P,2025-01-10,12:40:21,-08:00,2025-01-10T12:40:21-08:00,0,6
resume/index.html,10,html,2ebcda32,Brooklyn P,2025-01-10,12:40:21,-08:00,2025-01-10T12:40:21-08:00,0,5
resume/index.html,11,html,2ebcda32,Brooklyn P,2025-01-10,12:40:21,-08:00,2025-01-10T12:40:21-08:00,0,14
resume/index.html,12,html,f866f4d9,Brooklyn P,2025-01-13,20:02:23,-08:00,2025-01-13T20:02:23-08:00,0,3
resume/index.html,13,html,f866f4d9,Brooklyn P,2025-01-13,20:02:23,-08:00,2025-01-13T20:02:23-08:00,0,23
resume/index.html,14,html,2ebcda32,Brooklyn P,2025-01-10,12:40:21,-08:00,2025-01-10T12:40:21-08:00,0,17
resume/index.html,15,html,2ebcda32,Brooklyn P,2025-01-10,12:40:21,-08:00,2025-01-10T12:40:21-08:00,0,8
resume/index.html,16,html,f866f4d9,Brooklyn P,2025-01-13,20:02:23,-08:00,2025-01-13T20:02:23-08:00,0,3
resume/index.html,17,html,f866f4d9,Brooklyn P,2025-01-13,20:02:23,-08:00,2025-01-13T20:02:23-08:00,0,33
resume/index.html,18,html,f866f4d9,Brooklyn P,2025-01-13,20:02:23,-08:00,2025-01-13T20:02:23-08:00,0,73
resume/index.html,19,html,f866f4d9,Brooklyn P,2025-01-13,20:02:23,-08:00,2025-01-13T20:02:23-08:00,0,4
resume/index.html,20,html,2ebcda32,Brooklyn P,2025-01-10,12:40:21,-08:00,2025-01-10T12:40:21-08:00,0,48
resume/index.html,21,html,f866f4d9,Brooklyn P,2025-01-13,20:02:23,-08:00,2025-01-13T20:02:23-08:00,0,61
resume/index.html,22,html,2ebcda32,Brooklyn P,2025-01-10,12:40:21,-08:00,2025-01-10T12:40:21-08:00,0,9
resume/index.html,23,html,2ebcda32,Brooklyn P,2025-01-10,12:40:21,-08:00,2025-01-10T12:40:21-08:00,0,8
resume/index.html,24,html,f866f4d9,Brooklyn P,2025-01-13,20:02:23,-08:00,2025-01-13T20:02:23-08:00,0,3
resume/index.html,25,html,f866f4d9,Brooklyn P,2025-01-13,20:02:23,-08:00,2025-01-13T20:02:23-08:00,0,19
resume/index.html,26,html,f866f4d9,Brooklyn P,2025-01-13,20:02:23,-08:00,2025-01-13T20:02:23-08:00,0,87
resume/index.html,27,html,f866f4d9,Brooklyn P,2025-01-13,20:02:23,-08:00,2025-01-13T20:02:23-08:00,0,4
resume/index.html,28,html,2ebcda32,Brooklyn P,2025-01-10,12:40:21,-08:00,2025-01-10T12:40:21-08:00,0,48
resume/index.html,29,html,f866f4d9,Brooklyn P,2025-01-13,20:02:23,-08:00,2025-01-13T20:02:23-08:00,0,72
resume/index.html,30,html,2ebcda32,Brooklyn P,2025-01-10,12:40:21,-08:00,2025-01-10T12:40:21-08:00,0,9
resume/index.html,31,html,2ebcda32,Brooklyn P,2025-01-10,12:40:21,-08:00,2025-01-10T12:40:21-08:00,0,9
resume/index.html,32,html,f866f4d9,Brooklyn P,2025-01-13,20:02:23,-08:00,2025-01-13T20:02:23-08:00,0,3
resume/index.html,33,html,f866f4d9,Brooklyn P,2025-01-13,20:02:23,-08:00,2025-01-13T20:02:23-08:00,0,23
resume/index.html,34,html,2ebcda32,Brooklyn P,2025-01-10,12:40:21,-08:00,2025-01-10T12:40:21-08:00,0,18
resume/index.html,35,html,2ebcda32,Brooklyn P,2025-01-10,12:40:21,-08:00,2025-01-10T12:40:21-08:00,0,8
resume/index.html,36,html,2ebcda32,Brooklyn P,2025-01-10,12:40:21,-08:00,2025-01-10T12:40:21-08:00,0,34
resume/index.html,37,html,2ebcda32,Brooklyn P,2025-01-10,12:40:21,-08:00,2025-01-10T12:40:21-08:00,0,61
resume/index.html,38,html,2ebcda32,Brooklyn P,2025-01-10,12:40:21,-08:00,2025-01-10T12:40:21-08:00,0,3
resume/index.html,39,html,2ebcda32,Brooklyn P,2025-01-10,12:40:21,-08:00,2025-01-10T12:40:21-08:00,0,144
resume/index.html,40,html,2ebcda32,Brooklyn P,2025-01-10,12:40:21,-08:00,2025-01-10T12:40:21-08:00,0,132
resume/index.html,41,html,2ebcda32,Brooklyn P,2025-01-10,12:40:21,-08:00,2025-01-10T12:40:21-08:00,0,104
resume/index.html,42,html,2ebcda32,Brooklyn P,2025-01-10,12:40:21,-08:00,2025-01-10T12:40:21-08:00,0,4
resume/index.html,43,html,2ebcda32,Brooklyn P,2025-01-10,12:40:21,-08:00,2025-01-10T12:40:21-08:00,0,9
resume/index.html,44,html,f866f4d9,Brooklyn P,2025-01-13,20:02:23,-08:00,2025-01-13T20:02:23-08:00,0,8
resume/index.html,45,html,f866f4d9,Brooklyn P,2025-01-13,20:02:23,-08:00,2025-01-13T20:02:23-08:00,0,27
resume/index.html,46,html,f866f4d9,Brooklyn P,2025-01-13,20:02:23,-08:00,2025-01-13T20:02:23-08:00,0,61
resume/index.html,47,html,f866f4d9,Brooklyn P,2025-01-13,20:02:23,-08:00,2025-01-13T20:02:23-08:00,0,3
resume/index.html,48,html,f866f4d9,Brooklyn P,2025-01-13,20:02:23,-08:00,2025-01-13T20:02:23-08:00,0,129
resume/index.html,49,html,f866f4d9,Brooklyn P,2025-01-13,20:02:23,-08:00,2025-01-13T20:02:23-08:00,0,156
resume/index.html,50,html,f866f4d9,Brooklyn P,2025-01-13,20:02:23,-08:00,2025-01-13T20:02:23-08:00,0,4
resume/index.html,51,html,f866f4d9,Brooklyn P,2025-01-13,20:02:23,-08:00,2025-01-13T20:02:23-08:00,0,9
resume/index.html,52,html,2ebcda32,Brooklyn P,2025-01-10,12:40:21,-08:00,2025-01-10T12:40:21-08:00,0,9
resume/index.html,53,html,f866f4d9,Brooklyn P,2025-01-13,20:02:23,-08:00,2025-01-13T20:02:23-08:00,0,3
resume/index.html,54,html,f866f4d9,Brooklyn P,2025-01-13,20:02:23,-08:00,2025-01-13T20:02:23-08:00,0,23
resume/index.html,55,html,2ebcda32,Brooklyn P,2025-01-10,12:40:21,-08:00,2025-01-10T12:40:21-08:00,0,14
resume/index.html,56,html,2ebcda32,Brooklyn P,2025-01-10,12:40:21,-08:00,2025-01-10T12:40:21-08:00,0,8
resume/index.html,57,html,2ebcda32,Brooklyn P,2025-01-10,12:40:21,-08:00,2025-01-10T12:40:21-08:00,0,3
resume/index.html,58,html,2ebcda32,Brooklyn P,2025-01-10,12:40:21,-08:00,2025-01-10T12:40:21-08:00,0,76
resume/index.html,59,html,2ebcda32,Brooklyn P,2025-01-10,12:40:21,-08:00,2025-01-10T12:40:21-08:00,0,79
resume/index.html,60,html,2ebcda32,Brooklyn P,2025-01-10,12:40:21,-08:00,2025-01-10T12:40:21-08:00,0,40
resume/index.html,61,html,2ebcda32,Brooklyn P,2025-01-10,12:40:21,-08:00,2025-01-10T12:40:21-08:00,0,4
resume/index.html,62,html,2ebcda32,Brooklyn P,2025-01-10,12:40:21,-08:00,2025-01-10T12:40:21-08:00,0,9
resume/index.html,63,html,f866f4d9,Brooklyn P,2025-01-13,20:02:23,-08:00,2025-01-13T20:02:23-08:00,0,8
